AK,17.581419407653
AL,17.539138863653704
AR,17.51268571477856
AZ,17.590904356376093
CA,17.588918991250814
CO,17.609985131383723
CT,17.59475956891533
DE,17.609819350955195
FL,17.585455767546765
GA,17.572996283573662
HI,17.617851497025686
IA,17.532775281518152
ID,17.501493989144944
IL,17.602859929733395
IN,17.538062430176627
KS,17.54150204045941
KY,17.59946774178652
LA,17.531736821481747
MA,17.606509701580748
MD,17.616250781899595
ME,17.609454632638595
MI,17.622217139304983
MN,17.578951429462553
MO,17.600177566286504
MS,17.501609125328628
MT,17.580760638780756
NC,17.588710956354152
ND,17.58069715330711
NE,17.605145804989434
NH,17.576263023940275
NJ,17.578587723599238
NM,17.623152624304595
NV,17.604946026593325
NY,17.605629875416426
OH,17.563633563965265
OK,17.57378501495438
OR,17.567081534190287
PA,17.59479453318806
PR,17.568826687005796
RI,17.616897759491387
SC,17.581668625218228
SD,17.636490689644557
TN,17.554752061706036
TT,17.503449380931762
TX,17.58701502324819
UT,17.581942528215375
VA,17.577643529423092
VI,17.55394512271002
VT,17.623590400361145
WA,17.56965162096921
WI,17.621569320788538
WV,17.53447606275035
WY,17.598172933909147
