AK,599.0281463971265
AL,803.2060194429583
AR,561.9752332790979
AZ,3417.8948842233403
CA,13318.276591876707
CO,3528.6250654033142
CT,618.6228690004388
FL,7547.773593936129
GA,6028.348689606869
HI,1106.4804349671542
IA,318.72778746492077
ID,243.68458068268706
IL,6613.639876411658
IN,788.5713892405155
KS,281.01762305738765
KY,1974.9085628138737
LA,1163.0189509995446
MA,2152.6459749217443
MD,1554.1349758276233
ME,131.66211947641062
MI,3148.621109843562
MN,2214.996085478908
MO,2860.2374487073967
MS,300.91437881976
MT,225.10464472431832
NC,3380.529582110596
ND,111.8358379246607
NE,505.8218929422127
NH,374.9792741654875
NJ,2754.2189396326153
NM,692.7764727779983
NV,2926.2617841518936
NY,4542.8740569439515
OH,2154.5465207926923
OK,935.937174582473
OR,1085.9255308299166
PA,2612.035871846649
PR,488.0664046642064
RI,318.618653443453
SC,637.3957286261672
SD,93.65635094781308
TN,2028.1486856415427
TX,11593.970152789541
UT,2023.5344215428943
VA,2965.193847515512
VI,131.23970164425478
VT,131.35598540722762
WA,2361.099824474388
WI,768.1825186011226
WV,18.752539719282826
WY,150.29185965096363
