 ,,12942264.924056197
 ,1,129410.47254235309
 ,10,129523.29327449712
 ,100,129851.76799972933
 ,11,128800.06277931693
 ,12,129869.66268843297
 ,13,129708.19954795245
 ,14,129945.20518745389
 ,15,129336.37944186083
 ,16,129145.94750348062
 ,17,129121.09012834972
 ,18,129814.60708263854
 ,19,129026.06334943158
 ,2,129320.59085281972
 ,20,129908.82178647166
 ,21,129356.3789583789
 ,22,129366.5270832907
 ,23,129022.57811850119
 ,24,129516.53687053744
 ,25,129323.23866045565
 ,26,128917.30199193548
 ,27,129215.8530103674
 ,28,128926.4283988256
 ,29,129763.88301221507
 ,3,129411.88261220361
 ,30,129504.6461076196
 ,31,129427.26056486028
 ,32,129523.94641117138
 ,33,129220.39659962452
 ,34,129408.80940808734
 ,35,129697.12508856246
 ,36,129661.71366273492
 ,37,129332.59752691603
 ,38,129354.78249846895
 ,39,129200.44926027078
 ,4,129011.22602562583
 ,40,129783.50504222678
 ,41,130013.79562347225
 ,42,129511.69476674216
 ,43,129319.3148310476
 ,44,129470.12830084257
 ,45,128970.20072539883
 ,46,129590.21251328802
 ,47,128997.25444474445
 ,48,129228.23776410053
 ,49,129872.30959615747
 ,5,129403.29187127783
 ,50,129454.00909438763
 ,51,129155.37709962939
 ,52,129372.28115997453
 ,53,128811.09787049794
 ,54,129176.22994755644
 ,55,129336.67012942821
 ,56,129608.535084325
 ,57,129719.46491887592
 ,58,129692.34136104911
 ,59,129493.14328626292
 ,6,130209.51196691702
 ,60,129426.79955701187
 ,61,129683.034513056
 ,62,129540.46712452835
 ,63,129312.00176334819
 ,64,129264.09098673056
 ,65,129024.45050070169
 ,66,129587.77285215321
 ,67,129288.802461434
 ,68,129948.06876889833
 ,69,129171.05429950745
 ,7,129162.51332889829
 ,70,129197.61458065308
 ,71,129464.3081134582
 ,72,129079.57382316147
 ,73,129327.03503946461
 ,74,129502.1623420936
 ,75,129885.9987089191
 ,76,129558.52699075689
 ,77,129787.5321226827
 ,78,129431.41937619096
 ,79,128797.80542801085
 ,8,129165.78119611487
 ,80,129455.27807378286
 ,81,129226.65663012884
 ,82,129636.50851630296
 ,83,129648.45058198342
 ,84,129442.21683511118
 ,85,129616.48615936545
 ,86,129305.86742403111
 ,87,128684.13443638521
 ,88,129163.20895321005
 ,89,129298.27312375419
 ,9,129641.52341177374
 ,90,129270.44050772671
 ,91,129659.26350693704
 ,92,128921.09758601022
 ,93,129749.83959674374
 ,94,129267.11397680144
 ,95,129092.51617791654
 ,96,129687.64528788062
 ,97,129507.96123057943
 ,98,129422.56399030534
 ,99,129043.56789050983
1 ,,25866.465565777067
1 ,1,10734.27274392272
1 ,10,10640.587177207513
1 ,100,10681.52391894418
1 ,11,10746.196157781398
1 ,12,10698.972673500197
1 ,13,10733.008635443804
1 ,14,10751.97893486011
1 ,15,10794.84395548714
1 ,16,10708.12637635342
1 ,17,10742.389670661472
1 ,18,10695.535748042766
1 ,19,10746.297357204883
1 ,2,10777.769041962038
1 ,20,10802.834501231342
1 ,21,10709.579851034829
1 ,22,10640.530593284759
1 ,23,10745.204168263703
1 ,24,10725.02183578344
1 ,25,10643.201176393732
1 ,26,10736.388600696577
1 ,27,10697.17257725269
1 ,28,10662.97066096502
1 ,29,10715.99032380463
1 ,3,10800.897212779963
1 ,30,10727.195816871894
1 ,31,10708.330759384326
1 ,32,10749.888070080657
1 ,33,10637.960760370257
1 ,34,10733.594340090502
1 ,35,10673.280159911725
1 ,36,10671.17942509837
1 ,37,10737.006985516195
1 ,38,10703.548878985213
1 ,39,10678.188844103785
1 ,4,10682.286318105656
1 ,40,10598.08277076318
1 ,41,10729.26414935563
1 ,42,10656.484876618004
1 ,43,10606.869093433854
1 ,44,10748.523773964727
1 ,45,10720.871799017666
1 ,46,10692.481166489777
1 ,47,10760.006234977833
1 ,48,10659.145459108604
1 ,49,10710.82111218697
1 ,5,10693.370939719493
1 ,50,10724.997100081695
1 ,51,10671.449409223522
1 ,52,10699.481753851413
1 ,53,10712.366605494088
1 ,54,10726.599538328444
1 ,55,10739.216865749058
1 ,56,10665.35424817451
1 ,57,10752.971767763991
1 ,58,10632.060870773908
1 ,59,10630.719876980223
1 ,6,10737.81246923951
1 ,60,10704.308364586092
1 ,61,10652.237790142246
1 ,62,10681.342736986906
1 ,63,10744.55357359445
1 ,64,10687.218186162876
1 ,65,10681.791437690621
1 ,66,10727.493896597398
1 ,67,10710.148123079236
1 ,68,10692.660794894298
1 ,69,10663.660201458237
1 ,7,10752.582767337892
1 ,70,10682.364105003186
1 ,71,10715.98879399795
1 ,72,10666.749617320851
1 ,73,10674.819856033026
1 ,74,10655.587679890099
1 ,75,10643.288744505944
1 ,76,10650.797471431042
1 ,77,10704.200981425143
1 ,78,10695.66152859685
1 ,79,10709.322329062998
1 ,8,10661.409991599996
1 ,80,10705.97592774399
1 ,81,10678.774057586717
1 ,82,10715.851791927615
1 ,83,10648.161361296832
1 ,84,10667.922140259954
1 ,85,10749.559245240207
1 ,86,10695.048542078874
1 ,87,10775.827337262746
1 ,88,10732.26764769451
1 ,89,10678.206135187822
1 ,9,10689.893752694563
1 ,90,10699.635290842722
1 ,91,10627.714271723786
1 ,92,10626.029997719657
1 ,93,10626.488962259633
1 ,94,10720.384863848714
1 ,95,10632.913173793262
1 ,96,10618.116830266224
1 ,97,10738.922344683644
1 ,98,10664.795142041301
1 ,99,10690.130163923935
10 ,,25872.21711394057
10 ,1,10714.65878944633
10 ,10,10638.352257081922
10 ,100,10645.003643472894
10 ,11,10666.965190848021
10 ,12,10638.456193289072
10 ,13,10678.044689305694
10 ,14,10669.965128952981
10 ,15,10727.177864495743
10 ,16,10703.971486643819
10 ,17,10722.982993871232
10 ,18,10720.870814597165
10 ,19,10607.444661306268
10 ,2,10698.827678431848
10 ,20,10691.952526616704
10 ,21,10664.597837087305
10 ,22,10698.6962572234
10 ,23,10755.356335980188
10 ,24,10721.579270998982
10 ,25,10735.535763302152
10 ,26,10706.820715398479
10 ,27,10669.01390483151
10 ,28,10622.74747127016
10 ,29,10690.038350105491
10 ,3,10698.862655395478
10 ,30,10699.971978649555
10 ,31,10692.180357708654
10 ,32,10776.427694805447
10 ,33,10761.845346623013
10 ,34,10730.222167760683
10 ,35,10746.139500566678
10 ,36,10742.978403151332
10 ,37,10730.587732229871
