,77.2610817882928
1,80.81976152971187
10,80.874442367904
100,80.97466391655652
1000,77.70893211105786
103,79.11471264089181
104,80.22625191547179
106,77.83203695827137
109,80.7460119076832
110,78.45270998291446
115,77.75750213652309
116,80.71860827127102
121,80.84005459874726
122,80.38057870057982
124,81.06523960528682
128,80.69080126681236
13,78.03390891023334
130,78.87457611703728
133,80.93218998858461
136,80.99470333277607
139,81.14332214689585
14,79.49040792977787
140,78.76232727456457
142,81.14060071901785
145,78.57164612636791
146,77.3816914026435
148,80.64199800819685
151,77.7787351557306
152,79.14110345986442
157,81.01971889682824
158,78.76140166068885
16,80.99653066986647
160,80.34892833267338
163,78.33483271024146
164,77.29900573962196
166,78.28205123456831
169,77.48654361674897
170,80.38783683881873
175,81.03219536870103
176,78.51273962525849
178,78.22308169842202
181,80.6391831623733
182,77.37171288891093
184,80.62950582238207
187,79.0274986147685
188,80.77488699420735
19,81.11256399418181
190,81.00741096856072
193,78.01448736531825
194,77.68700214039431
196,78.58456526504234
2,80.84192052351194
20,80.60287031581663
200,77.69327754969449
202,80.40587324601164
205,81.07573854830393
206,79.16374342236946
211,77.23485515108466
212,77.72848464874102
217,77.12667839742358
218,80.83060960771509
22,80.62894660471885
223,77.50051162570738
224,80.74982544824947
230,78.37532310434568
232,80.84553138327664
235,80.91380915134361
236,79.45651330073103
238,80.82730960933073
241,79.39270084114199
242,77.96996938382775
244,77.17158195887272
247,80.58684210792434
248,78.86001398628878
250,79.11189059840014
253,81.16514299988701
256,80.31738635028734
259,78.35354883852828
26,80.37413027889902
260,79.21052610063516
262,80.68608440786927
266,80.75691026464489
268,79.30010142233317
271,79.3043457304267
272,78.79155246580096
274,80.78225349599673
277,80.96093831016569
278,80.92796284885014
28,80.53244415435269
280,81.1447118016722
283,80.99437953563869
284,80.96771038911474
286,80.92053420541728
289,78.89025729752511
290,80.60651214952354
292,78.72395663795365
296,77.15814900385188
298,80.72990971106903
301,77.64897817541089
302,81.11059491963348
307,77.23894090507382
308,77.22184873293453
31,81.03713503904063
313,77.38264541079597
314,78.45719804339025
316,81.41324907873467
319,78.1644510280787
32,81.10149145068968
322,78.79613755109528
325,79.25770325139024
326,81.0227686530731
328,80.93198197712138
331,80.84813754739638
332,77.59498786978332
337,80.3221182327174
338,80.93098174614993
34,78.76591827244891
340,77.38957534086231
343,80.2058373389718
344,80.6683039833727
346,80.19238028441494
349,77.60749327868396
350,80.77352641878774
352,78.83483539559765
355,77.58555358970106
356,77.34931039030444
358,80.87959952665425
361,77.42880109884594
362,80.23996067139659
367,78.66809213017115
368,79.05534892878156
37,78.33698733413627
370,80.96171511983633
373,77.48435764193746
374,80.72456011898338
376,80.85087686851125
38,80.94250469273084
380,79.33459073289556
382,77.66108363081312
385,80.71471547048073
386,78.17387616591803
391,78.26089567755812
392,77.32431164466382
394,82.21157625979541
397,80.72920745884953
398,80.88297952663983
4,80.44797048221903
40,77.39420574665267
400,80.91010580376367
403,77.0767036146951
406,80.41394298443005
410,78.6152573028865
416,80.53655003166003
418,78.40295824989748
421,77.40821998507028
422,78.64687043306111
424,79.2180810569243
427,80.92493332268121
428,77.49957320657833
43,80.45128856153212
430,80.88075849718474
433,78.80069844881746
434,79.21434211457058
436,77.32270111605403
439,78.23028655497994
44,80.98338930377155
440,80.82487604241106
442,80.74935170564217
445,80.4153192524417
446,79.12583057858934
451,77.82570432555033
452,80.5338243315088
454,76.93911947121003
457,80.75198827881474
458,79.83630872903319
46,80.62888211759396
460,80.6691980556813
463,80.75566186728068
464,78.87565800103707
466,77.06260375500402
469,79.07292960615746
470,79.4293571299989
472,80.9358624844666
475,80.75050597575252
476,80.50157790317331
481,80.32955423614241
482,80.72669918957236
484,77.80095446806902
487,80.7431767579508
488,81.0700301535133
49,79.12323642769519
490,80.82620879270847
493,80.92735097182491
496,80.5832266169038
499,79.68329488401855
50,80.46300450404134
500,80.47825543176486
502,80.98982619067866
505,77.6922779031787
508,80.61598018180443
511,77.86853652395703
512,77.26128431099734
514,81.06256492060075
518,80.76015884709523
52,77.74544230684505
520,80.76144454062906
524,81.21475497285266
530,79.32690089874458
532,77.00583758464818
535,77.06651260953974
536,80.43971743064726
538,80.96279787759829
542,80.52086504025554
544,78.92052224017623
547,79.41213217066252
548,80.97057974248251
55,78.4743631914084
550,77.27028545298865
553,77.34479320742395
554,78.1884135398621
556,80.94485780039143
559,81.05818957768993
56,81.45739678525966
560,80.3813055346789
562,78.73200130830206
566,78.0257375950298
568,79.11104349732713
571,80.80808706908029
