1,1052766.9087459382
2,1217686.798857958
4,1052337.4883810915
7,1198519.7147027396
8,1168902.3986629872
10,1078706.3788964557
13,1070513.593209359
14,1136405.004921961
16,1022899.5549219436
19,1099644.0113564434
20,1085986.183049469
22,1111635.0441677712
25,1101684.3962934285
26,1095976.014274226
28,1091237.649781337
31,1020431.8343459569
32,997566.1711942871
34,1083212.1462133713
37,1039911.5905633182
38,996554.6920197003
40,991409.139501429
43,1048569.7053054041
44,1001376.8305202342
46,1078521.2377456287
49,1087055.4602042239
50,1208153.658025725
52,1111263.7963412532
55,1101316.8845639033
56,1182660.4290081267
58,1031741.8054935826
61,1179470.8462994806
62,1000774.1942098108
64,1017839.499875825
67,1036662.061838243
68,1001889.430271803
70,982942.3282153932
73,989032.8349178324
74,960743.9313887708
76,987458.3652705245
79,1057493.1399133946
80,1168080.1131397707
82,1089004.72603427
85,1090745.9384561346
86,1175203.6534684715
88,1152146.0993345482
91,1159533.2220202312
92,1177957.728721124
94,987822.7499279508
97,997441.1836252057
98,1040905.233819811
100,1014420.8025762325
103,973101.5925318819
104,954932.2483489508
106,1030578.0232620084
109,975184.3990366117
110,956130.8028910272
112,953898.6133599861
115,970323.8260572776
116,979893.9211359653
118,994764.0425711743
121,996189.7372565175
122,999116.8539878838
124,971591.5407042573
127,1139032.5628556048
128,1138035.3503077244
130,1120042.1822181998
133,1154223.1396568506
134,1136801.1267806103
136,1204284.005454916
139,1132205.5638536008
140,1184830.651103645
142,1171952.4312065386
145,1149131.5630129846
146,1148968.7818521138
148,1046457.4547837866
151,1165167.6708835622
152,1099834.116920739
154,1130396.775358619
157,1207566.5664853908
158,1124521.3905582977
160,1079996.6495735345
163,1083156.2448180097
164,1156729.7895031055
166,1094643.166518906
169,1109004.2754720717
170,1101976.5349902334
172,1013144.6761186889
175,1133854.463041896
176,1254212.750898861
178,1172930.7814156823
181,1193204.994689258
182,1203042.6901869103
184,1219034.2879016101
187,1145760.2139063114
188,1210209.7054477346
190,1277084.5989486298
193,1216558.4362947235
194,1283136.5083206138
196,1262607.9173958583
199,1280207.777620698
200,1237094.0275036518
202,1218040.0340644622
205,1269227.4604067076
206,1024372.3318817695
208,968809.3396083822
211,1021159.4671047056
212,953126.6140249925
214,979363.0637443742
217,964528.7917965966
218,1001923.87737529
220,985611.7217809218
223,1081967.9777513254
224,1069715.9708919784
226,1026304.4556713238
229,972888.789783536
230,971426.8511529261
232,1043395.432931582
235,993797.946991466
236,1031600.2293252894
238,1127424.5694199929
241,1010307.4593514019
242,1109603.6877550988
244,1065583.4127271927
247,1052310.4758722105
248,1047531.8302921499
250,1043540.4251316546
253,1072216.4795102822
254,1072261.4589651264
256,1112574.0804549824
259,1135359.8115900317
260,1118469.3916026023
262,1064565.93183607
265,1106226.0496868168
266,1092308.9921671744
268,1083371.067684175
271,1204684.8995084958
272,1233007.4467629974
274,1062691.755426809
277,1183670.4334466243
278,1202115.4090848723
280,1189680.7794923442
283,1086005.8293768764
284,966997.569517065
286,950869.5671974795
289,1040390.384411259
290,966515.8640508432
292,972194.9647328358
295,1025522.8757333258
296,986809.0765192105
298,973091.2035007391
301,1061075.1088891684
302,1099386.1530337925
304,1144795.2023916447
307,1125352.4238033283
308,1161228.5637153485
310,1066111.319726429
313,1174373.6289783765
314,1153253.9396072754
316,1103343.4975398162
319,1040364.8182745131
320,1060328.4519237033
322,1077643.622371154
325,1144213.0604768961
326,1025533.3233162886
328,1034923.3413344544
331,1137780.735719359
332,1074301.4902481919
334,989911.9260698155
337,1122706.9564069202
338,1019917.0129771108
340,1024933.7862624787
343,1106298.6210758546
344,1013161.9322864357
346,1040973.5165325083
349,987962.2372557959
350,1082669.9994065275
352,990749.7409980395
355,1088349.4666455626
356,1110192.2787740708
358,1041107.9347129498
361,1071963.4902286795
362,1068485.3873693962
364,1044491.8413205452
367,985190.2840711002
368,952733.1427527565
370,984549.6026232026
373,981959.166689209
374,1035437.9257714122
376,978390.4532820588
379,1019120.6551294335
380,1004524.3500866466
382,1088964.1985041702
385,1190422.359705953
386,1164338.187561697
388,1152980.3608788908
391,1160381.0763283554
392,1228206.9249944296
394,1124621.4995631939
397,1127240.650689281
398,1106326.1322051187
400,1140161.6173424064
403,1100922.7011193542
404,1171450.3138630162
406,1079552.7645042995
409,1181478.8782789088
410,1126448.5922460656
412,1168205.9187818237
415,1026817.8336585934
416,1038032.6279961177
418,1015935.4826967585
421,1023961.586728316
422,1086670.7781434562
424,1011503.586029388
427,1077976.2641997733
428,984283.104013319
430,1081878.0943942622
433,1041803.9537055122
434,1134451.7648892298
436,1071634.5897758445
439,1169163.4523660198
440,1099847.0384097516
442,1078143.2397286037
445,1136995.1988962556
446,1101248.1486739262
448,1112389.3346197433
451,1090250.3685900753
452,1114645.000023365
454,1035143.4127327979
457,1136349.4240896227
458,1088984.2330926738
460,1097868.307457477
463,1042905.7556801257
464,1247709.2979796403
466,1142717.9843763001
469,1135087.8422042846
470,1132290.944785284
472,1069688.8529896613
475,1224451.3016329326
476,1027211.7969712347
478,1017673.3165509673
481,1000088.3704578177
482,964075.043387025
484,984253.6758440236
487,994239.4403585136
488,972111.216874802
490,1015970.7615748526
493,1026188.4027915569
494,1102126.5508154808
496,1171338.9285332388
499,1077267.6562955524
500,1066840.8301650018
502,1224833.1997242826
505,1158556.820453257
506,1199596.4143398986
508,1272641.2582855881
511,996600.8372873247
512,1014181.6905313731
514,1063216.7386446528
517,1008767.3081722703
518,1033003.1752345226
520,1003342.4648546994
523,1053870.1170083953
524,1042259.0691743197
526,1150791.519411086
529,1076166.7885982213
530,1158469.961567302
532,1151746.7928364775
535,1155678.5921597779
536,1156654.5386318164
538,1168137.1715841778
541,1203473.173671288
542,1089690.0350994307
544,997327.6947764802
547,1026255.8109978305
548,1061805.613314087
550,1090459.1499212317
553,1035828.2841028196
554,1030197.1511953843
556,1014138.5351599865
559,1122756.7369786822
560,1092163.7395810443
562,1147114.1361661612
565,1205098.6626205998
566,1084635.4066090484
568,1195490.429810952
571,1216853.0709201973
572,1149800.0583759
574,930661.5770941547
577,985129.4253678247
578,979934.37483879
580,991404.751870021
583,985885.2346582058
584,996341.1532007129
586,1004819.9316053598
589,1008006.2379836717
590,977178.5568461206
592,979007.9734000764
595,976426.8489561214
596,1003493.3995056618
598,969222.3203251663
601,960079.5476589312
602,970219.0562117988
604,984449.3529860921
607,1195585.8042295908
608,1216687.9471026848
610,1133204.4750294904
613,1275472.9712922792
614,1340735.2933914347
616,1132636.9676256322
619,1147791.6485062237
620,1228995.7592992329
622,1121736.1846082283
625,1025984.6088958537
626,1073643.7093773105
628,1086248.2986575244
631,1100605.661584193
632,1107735.8935045563
634,1065621.2650274031
637,1112818.2922728162
638,1134845.6263292544
640,994195.7564422665
643,1087459.862815026
644,1169312.907112871
646,1102586.6005916728
649,1070004.619305897
650,1044214.8469489838
652,1055937.4422375506
655,1184348.000719028
656,1144385.981098837
658,1257618.9549268705
661,1203085.8942818078
662,1248281.2093538023
664,1205565.7633800972
667,1142308.7127463652
668,1166825.9030905832
670,1070079.565496323
673,1216507.9573541787
674,1047328.8970203967
676,1262063.7460049733
679,1221564.2810350906
680,1176791.0775916914
682,1151319.6389778776
685,1107467.2519263485
686,1209335.6330392389
688,1190292.6788286776
691,1146493.2636329094
692,1232531.499240403
694,1187486.6342012656
697,1218960.5428701418
698,1274610.8179642498
700,1216894.68820235
703,975164.2933647769
704,1038052.4187758473
706,1006695.4136517731
709,1026108.0565820737
710,1011265.9603342955
712,972535.7125789373
715,996675.646555027
716,1029971.0710511766
718,1334683.4684794694
721,1152628.4130834166
722,1320559.9598967957
724,1160490.3591988254
727,1076943.1815157623
728,1235794.3817658187
730,1132842.6619555808
733,1265661.8668161929
734,1169415.0385365093
736,1063472.2131395934
739,1126657.2591195204
740,1153311.4022783928
742,1223040.1032408485
745,1125057.3117382259
746,1151270.5795377532
748,1155358.6171520113
751,962815.6615716796
752,984635.6893387546
754,991258.2566213204
757,1008384.6214114223
758,970395.1321293329
760,984478.6732936227
763,952946.5645366332
764,989016.8906047185
766,1238664.65608532
769,1334692.7915532284
770,1096156.3094469013
772,1200700.2419703747
775,1177558.6206817485
776,1210725.602312592
778,1206275.5818997007
781,1037923.1497410269
782,987991.536922417
784,987263.8983814509
787,1050227.981356219
788,1028892.5036766186
790,999594.7234016171
793,1062284.2785656524
794,1099596.5533861963
796,1115649.6637531132
799,1020921.5143569426
800,991803.2860473988
802,941756.666532328
805,980132.8630525561
806,982081.4845685565
808,1021099.1686092871
811,986620.3223055792
812,1009543.593541888
814,1057549.1508936877
817,1192988.7755007986
818,1175770.8461321155
820,1213008.1886551839
823,1227422.0043266162
824,1217759.6600027524
826,1120669.145999256
829,1173108.985265941
830,1003569.5784906741
832,980117.6039145454
835,1029485.0196733365
836,995817.2813732064
838,1017554.8132858397
841,1025511.2966640362
842,1024251.4003245517
844,961969.9630419888
847,1172080.8404883568
848,1153317.273301613
850,1213758.5848217623
853,1130407.1225677389
854,1116894.381477686
856,1271786.560571311
859,1171761.6052815027
860,1123100.1523447048
862,1009260.00865955
865,1000931.5756524921
866,991310.8391227565
868,983798.5488348329
871,995118.5536056431
872,975247.4082231143
874,1008356.5344796453
877,1027773.7636751891
878,1342190.5470657304
880,1193349.1687875532
883,1112910.062395734
884,1131475.433739579
886,1259021.335451825
889,1167341.0993819172
890,1215162.2074512958
892,1248894.5158693017
895,1155304.510760785
896,1164978.8509507973
898,1197028.2352968035
901,1109415.9624917216
902,1191420.6064261815
904,1151522.6894249653
907,1136475.2402621154
908,1133639.1989798632
910,1000386.9099629209
913,1040276.9441727347
914,1008888.2162479415
916,932526.8294503835
919,1039868.1717842862
920,1002963.615098654
922,947694.3675744494
925,966935.6305905937
926,1103565.111431198
928,1165681.3651492412
931,1044443.5047353273
932,1067785.0147702892
934,1193758.8581809406
937,1126012.3655405298
938,1021798.2307011613
940,1034776.8380610583
943,1077300.789812306
944,1053623.4895445253
946,1124903.5703859134
949,1029034.5045421424
950,1049293.306876547
952,1018801.3436085465
955,1110980.089877795
956,1075706.1809745347
958,1012508.7277338143
961,1084447.1718036553
962,1060554.9753341102
964,1040821.491884772
967,1041567.1419230229
968,955929.6587835922
970,1051640.2541793543
973,973049.8204302394
974,1008437.7154062659
976,985373.3488924635
979,1011404.7988287066
980,1045541.2737377541
982,982951.5511922704
985,1039483.958884124
986,1027135.6078627583
988,994865.8959744726
991,953985.2682916145
992,989697.7108881767
994,1002254.7137065006
997,983029.0686087493
998,1038391.0860049921
1000,941138.2580255991
