 ,,12698833.535682352
 ,1,127153.67474825948
 ,10,127359.37531434667
 ,100,127962.38455919456
 ,11,126310.60549037365
 ,12,127572.66314633995
 ,13,127359.92612745723
 ,14,127802.64772623591
 ,15,127115.75835180565
 ,16,126542.35403941125
 ,17,126685.56564790627
 ,18,127328.08894804753
 ,19,126457.91242243513
 ,2,127036.82446707864
 ,20,126762.58855986872
 ,21,127349.66980086161
 ,22,127024.52979143284
 ,23,126377.06226190393
 ,24,127191.67723049465
 ,25,126953.79680465009
 ,26,126577.57598073946
 ,27,126558.87030227072
 ,28,126340.46160609741
 ,29,127498.27935896786
 ,3,126929.97552773403
 ,30,126774.30004382042
 ,31,127932.32816286948
 ,32,126802.47638819432
 ,33,127144.08049342746
 ,34,126678.80781254431
 ,35,127495.85495315448
 ,36,127255.61218213598
 ,37,126738.78182460999
 ,38,127412.4807011205
 ,39,127025.8318382973
 ,4,127110.18475992596
 ,40,127099.37891899787
 ,41,127717.82344729798
 ,42,127224.92635095026
 ,43,126851.62785870142
 ,44,127607.22251594083
 ,45,126720.81956538376
 ,46,127296.24969863356
 ,47,126904.11117048956
 ,48,126949.8244228615
 ,49,127977.20524203395
 ,5,126959.48250360663
 ,50,127388.8748765265
 ,51,127116.36731699745
 ,52,127007.39596158973
 ,53,126694.48627891975
 ,54,126556.2216673274
 ,55,126877.29099325249
 ,56,127198.80689596172
 ,57,127149.67078505269
 ,58,127642.34310869819
 ,59,127856.30364781916
 ,6,127694.24485141337
 ,60,127331.12440186001
 ,61,127479.90299891312
 ,62,127223.6785246393
 ,63,128057.97940393722
 ,64,126653.63584857507
 ,65,126619.07207372812
 ,66,127132.61846010463
 ,67,127062.18575348562
 ,68,127403.14225354482
 ,69,126619.966374098
 ,7,126681.44997392333
 ,70,126652.07672336628
 ,71,126856.4838889421
 ,72,126708.23165273711
 ,73,127018.70174618925
 ,74,127302.87148096136
 ,75,127799.02753078476
 ,76,127250.69305528529
 ,77,127346.15063363587
 ,78,127350.92486075743
 ,79,126539.23972686146
 ,8,126863.5798171634
 ,80,127835.39597031452
 ,81,126835.5269441332
 ,82,127325.5349501974
 ,83,127256.85780144061
 ,84,127198.97447922215
 ,85,127118.51791653645
 ,86,126808.85103267591
 ,87,126018.61939362642
 ,88,126897.43723431506
 ,89,127273.23591414104
 ,9,127539.67766055118
 ,90,126851.62633594085
 ,91,127602.5066912773
 ,92,126137.64254159981
 ,93,127545.39153729878
 ,94,126989.16283132802
 ,95,127243.45378467884
 ,96,127620.1058912978
 ,97,126764.36914289795
 ,98,126974.7305052541
 ,99,126861.17687015045
1 ,,25343.381371343305
1 ,1,10531.772596963874
1 ,10,10447.612563441657
1 ,100,10510.664474428477
1 ,11,10523.44558570606
1 ,12,10494.611084943414
1 ,13,10523.3178755403
1 ,14,10559.58289094195
1 ,15,10594.486020668595
1 ,16,10477.15474732558
1 ,17,10524.474361802024
1 ,18,10475.425951708212
1 ,19,10517.232385913037
1 ,2,10572.026985362581
1 ,20,10525.90350954848
1 ,21,10528.656514911761
1 ,22,10432.488982603649
1 ,23,10509.74402452183
1 ,24,10517.329323902062
1 ,25,10433.004433401791
1 ,26,10526.44846386257
1 ,27,10461.981558700943
1 ,28,10433.908326126724
1 ,29,10513.934056153574
1 ,3,10578.233159057427
1 ,30,10485.999850648526
1 ,31,10569.437540699675
1 ,32,10509.106577158993
1 ,33,10451.85502773634
1 ,34,10492.239808469676
1 ,35,10477.126563215217
1 ,36,10457.821882840499
1 ,37,10506.250714010359
1 ,38,10527.765810662362
1 ,39,10483.460949112708
1 ,4,10509.92500529869
1 ,40,10364.045160343834
1 ,41,10524.703949995508
1 ,42,10453.466019935007
1 ,43,10389.707534365692
1 ,44,10578.70239230736
1 ,45,10518.495480733587
1 ,46,10488.18649423393
1 ,47,10569.915373271593
